Customer ID,Age,Gender,Job,Annual Income,Account Creation Date,Last Login Time,Purchase Frequency,Average Purchase Price,Most Purchased Category,App Usage Frequency,Preferred Payment Method,Marketing Opt-In,Recent Purchase Date,Promotion Response,Preferred Brand
579,32,Male,Services,98582,2022-04-06,2024-05-05 17:06,23,245.25,Shoes,0.86,Mobile,TRUE,2023-06-17,0,Nike
580,54,Male,Services,98697,2021-02-25,2024-05-06 16:47,7,450.67,Luxury,3.43,Credit Card,TRUE,2024-01-07,1,Gucci
581,56,Female,Education,126143,2019-07-22,2024-05-05 9:28,18,469.07,Sports,1.37,App,FALSE,2023-09-11,1,Daks
582,69,Male,Technology,134383,2023-10-21,2024-05-03 19:08,4,462.73,Beauty,2.63,Mobile,TRUE,2023-07-12,1,Hazzys
583,41,Female,Technology,85818,2021-12-21,2024-05-04 4:10,21,351.13,Luxury,2.44,Virtual Account,FALSE,2023-06-26,1,Nike
584,55,Female,Finance,149538,2020-01-22,2024-05-07 14:52,0,376.71,Kids,3.79,Credit Card,TRUE,2023-11-10,0,Gucci
585,44,Female,Finance,144470,2021-05-26,2024-05-08 0:48,25,217.74,Kids,4.95,Credit Card,FALSE,2024-01-24,1,Gucci
586,23,Male,Technology,82029,2020-05-07,2024-05-08 15:20,0,372.45,Kids,3.45,App,TRUE,2023-07-03,1,Daks
587,24,Female,Finance,115410,2021-03-08,2024-05-06 0:40,1,41.69,Bags/Accessories,3.84,App,FALSE,2023-08-17,1,Hazzys
588,63,Female,Education,75064,2022-04-07,2024-05-08 4:08,5,366,Bags/Accessories,1.27,Credit Card,FALSE,2023-09-25,1,Gucci
589,26,Female,Healthcare,37760,2020-09-28,2024-05-08 16:13,2,449.38,Women's Clothing,4.03,Credit Card,FALSE,2023-11-01,1,Hazzys
590,30,Male,Education,170774,2019-12-04,2024-05-01 15:04,13,486.27,Beauty,4.77,App,TRUE,2023-07-01,0,Hazzys
591,44,Female,Services,41722,2023-01-19,2024-05-01 18:40,20,142.96,Bags/Accessories,2.46,App,TRUE,2023-06-28,1,Gucci
592,69,Male,Education,88770,2019-07-11,2024-05-08 7:29,18,212.69,Men's Clothing,1.74,App,TRUE,2023-06-22,1,Daks
593,22,Male,Technology,185457,2022-09-22,2024-05-01 7:38,11,246.15,Bags/Accessories,1.08,App,FALSE,2024-04-04,1,Gucci
594,62,Female,Education,151789,2023-07-07,2024-05-03 0:52,6,320.01,Women's Clothing,0.37,Credit Card,FALSE,2024-03-03,1,Nike
595,29,Male,Technology,,2024-02-25,2024-05-07 0:29,1,346.2,Golf,3.78,Virtual Account,TRUE,2024-03-16,1,Hazzys
596,69,Male,Technology,161840,2020-11-04,2024-05-01 15:44,22,299.02,Beauty,1.48,Virtual Account,TRUE,2023-07-15,1,Nike
597,61,Female,Finance,189461,2019-09-24,2024-05-03 18:11,20,121.31,Men's Clothing,3.07,App,FALSE,2023-08-05,1,Double Flag
598,32,Female,Finance,141127,2019-09-26,2024-05-02 15:01,27,78.72,Luxury,1.93,App,FALSE,2024-01-30,0,Nike
599,69,Male,Education,42236,2021-12-28,2024-05-01 22:52,0,344.74,Bags/Accessories,4.96,Credit Card,FALSE,2024-01-22,1,Hazzys
600,33,Female,Finance,151240,2024-03-12,2024-05-02 6:40,27,381.8,Shoes,0.41,Mobile,TRUE,2024-02-24,1,Daks
601,48,Female,Services,154922,2022-03-01,2024-05-05 11:34,16,40.58,Shoes,0.6,Credit Card,FALSE,2024-02-13,0,Double Flag
602,49,Male,Finance,136512,2024-01-22,2024-05-02 23:58,19,143.78,Golf,2.37,Credit Card,FALSE,2023-08-11,0,Double Flag
603,63,Female,Technology,138138,2023-04-06,2024-05-01 18:39,22,364.05,Luxury,0.1,App,FALSE,2024-03-02,1,Hazzys
604,49,Male,Finance,112924,2022-06-08,2024-05-08 12:43,3,400.6,Bags/Accessories,0.96,App,TRUE,2024-02-25,0,Hazzys
605,53,Male,Education,124970,2024-03-14,2024-05-07 11:56,13,243.12,Golf,2.75,App,TRUE,2024-04-28,1,Daks
606,63,Male,Healthcare,55208,2023-06-21,2024-05-01 6:13,29,115.22,Bags/Accessories,1.28,Virtual Account,TRUE,2023-11-21,1,Nike
607,21,Female,Technology,190929,2023-05-25,2024-05-01 3:48,10,390.84,Men's Clothing,0.18,Virtual Account,FALSE,2023-09-13,1,Double Flag
608,28,Male,Healthcare,144883,2023-07-30,2024-05-08 10:37,12,260.47,Beauty,0.95,Mobile,TRUE,2024-02-19,0,Nike
609,63,Male,Healthcare,146602,2020-08-30,2024-05-06 0:59,2,375.08,Women's Clothing,2.28,Credit Card,FALSE,2023-10-17,1,Double Flag
610,22,Female,Finance,70146,2020-12-19,2024-05-04 1:40,24,397.96,Beauty,2.52,Virtual Account,TRUE,2024-01-11,1,Gucci
611,29,Female,Education,92356,2020-10-14,2024-05-07 17:25,11,75.86,Men's Clothing,1.19,Mobile,TRUE,2023-12-01,0,Daks
612,67,Female,Finance,67404,2023-01-28,2024-05-06 20:48,4,361.41,Shoes,2.84,Mobile,FALSE,2023-11-11,1,Gucci
613,59,Male,Finance,182572,2020-06-02,2024-05-03 1:56,11,129.22,Women's Clothing,2.29,App,FALSE,2024-04-05,0,Nike
614,36,Male,Technology,103015,2021-01-09,2024-05-04 20:02,6,347.54,Luxury,3.5,App,FALSE,2024-02-06,1,Daks
615,69,Male,Services,112482,2024-02-15,2024-05-04 1:33,11,180.28,Luxury,1.12,Virtual Account,TRUE,2023-11-07,0,Gucci
616,31,Female,Healthcare,163026,2022-08-30,2024-05-05 2:44,23,37.54,Beauty,2.02,Virtual Account,TRUE,2024-01-05,1,Nike
617,50,Female,Education,180318,2019-12-11,2024-05-08 4:59,8,88.96,Luxury,1.23,Mobile,TRUE,2024-04-25,0,Double Flag
618,28,Female,Services,160639,2023-04-22,2024-05-02 21:38,16,323.35,Golf,2.57,App,FALSE,2023-10-12,1,Nike
619,42,Male,Finance,58370,2023-10-24,2024-05-03 14:58,24,327.75,Golf,0.65,Credit Card,FALSE,2023-10-26,1,Gucci
620,30,Female,Technology,140786,2021-04-25,2024-05-01 14:10,4,173.75,Shoes,0.97,Virtual Account,TRUE,2024-04-24,0,Nike
621,36,Female,Education,63438,2022-10-19,2024-05-03 9:45,10,132.23,Golf,0.02,Credit Card,FALSE,2024-02-20,0,Daks
622,53,Male,Education,123000,2021-04-11,2024-05-07 6:48,24,33.32,Bags/Accessories,3.81,App,TRUE,2024-03-31,1,Double Flag
623,31,Male,Services,153145,2021-04-28,2024-05-05 19:51,18,129.53,Sports,0.83,App,FALSE,2023-05-29,0,Double Flag
624,52,Male,Services,127613,2020-12-26,2024-05-05 13:45,17,466.68,Beauty,0.48,Mobile,TRUE,2023-11-28,0,Gucci
625,45,Female,Finance,154688,2019-08-19,2024-05-07 12:13,17,375.85,Bags/Accessories,3.9,Virtual Account,FALSE,2023-06-13,1,Gucci
626,26,Male,Technology,60975,2022-06-14,2024-05-04 17:31,1,117.63,Shoes,3.59,Mobile,TRUE,2023-08-07,1,Hazzys
627,25,Male,Education,174690,2022-09-16,2024-05-03 15:25,12,112.2,Bags/Accessories,1.07,App,TRUE,2024-01-01,1,Gucci
628,25,Female,Education,86978,2021-06-13,2024-05-03 19:08,2,136.66,Men's Clothing,1.35,Mobile,FALSE,2024-04-23,0,Nike
629,30,Female,Technology,149629,2020-08-10,2024-05-08 21:57,6,23.95,Shoes,1.76,App,FALSE,2023-09-15,0,Daks
630,57,Female,Finance,198588,2020-06-06,2024-05-01 11:16,9,205.2,Kids,2.55,Credit Card,TRUE,2024-05-03,0,Daks
631,56,Female,Technology,140308,2022-11-18,2024-05-08 12:43,17,419.06,Golf,3.6,Credit Card,TRUE,2024-03-05,0,Double Flag
632,68,Female,Finance,54841,2023-03-11,2024-05-07 1:47,24,450.36,Luxury,2.56,Virtual Account,FALSE,2023-06-16,0,Hazzys
633,55,Male,Finance,172356,2020-04-15,2024-05-04 19:55,26,390.51,Kids,4.12,Credit Card,TRUE,2024-05-01,1,Double Flag
634,30,Male,Technology,56728,2020-02-12,2024-05-08 19:56,3,238.6,Men's Clothing,0.16,Mobile,FALSE,2023-10-03,0,Nike
635,18,Male,Healthcare,36201,2019-07-23,2024-05-07 3:34,9,104.9,Golf,3.49,App,FALSE,2024-02-04,1,Daks
636,32,Female,Healthcare,50628,2021-02-17,2024-05-05 17:06,15,447.02,Luxury,2.77,Virtual Account,FALSE,2023-11-05,0,Gucci
637,19,Male,Education,161471,2021-03-09,2024-05-05 22:13,28,330.51,Luxury,0.7,Mobile,FALSE,2023-12-04,0,Daks
638,65,Female,Finance,66129,2023-05-08,2024-05-02 17:38,3,139.09,Men's Clothing,1.22,App,TRUE,2023-09-27,0,Nike
639,38,Male,Finance,174875,2022-09-18,2024-05-03 23:24,18,78.32,Bags/Accessories,0.08,Mobile,TRUE,2024-01-02,0,Daks
640,36,Male,Healthcare,165772,2021-12-11,2024-05-06 11:55,13,178.17,Kids,3.08,Virtual Account,FALSE,2023-08-01,1,Nike
641,45,Female,Healthcare,107529,2019-11-17,2024-05-05 3:34,17,147.06,Women's Clothing,0.09,Virtual Account,FALSE,2023-12-25,1,Daks
642,66,Male,Technology,173788,2023-04-05,2024-05-08 14:56,3,355.35,Bags/Accessories,3.26,App,TRUE,2024-02-20,0,Nike
643,34,Female,Education,148546,2023-06-09,2024-05-02 21:19,26,331.04,Beauty,4.51,App,FALSE,2024-04-04,1,Nike
644,27,Male,Services,69987,2020-08-19,2024-05-05 5:13,14,163.34,Kids,3.86,Mobile,TRUE,2023-08-30,0,Nike
645,58,Male,Finance,48918,2023-05-05,2024-05-07 20:20,17,406.41,Beauty,1.57,Virtual Account,FALSE,2024-02-05,1,Nike
646,22,Female,Services,66137,2023-12-22,2024-05-06 19:49,20,394.25,Kids,2.59,Virtual Account,FALSE,2023-06-12,0,Daks
647,52,Female,Education,96011,2022-07-15,2024-05-05 10:50,4,153.42,Men's Clothing,4.01,Credit Card,TRUE,2023-07-21,0,Nike
648,67,Female,Education,63536,2019-08-24,2024-05-06 20:45,18,136.3,Women's Clothing,0.2,Mobile,FALSE,2024-03-18,1,Daks
649,22,Male,Finance,,2022-06-26,2024-05-05 22:18,15,171.87,Women's Clothing,3.83,App,TRUE,2023-08-17,1,Double Flag
650,43,Female,Technology,110048,2021-08-02,2024-05-07 23:29,13,84.75,Bags/Accessories,1.07,App,FALSE,2024-04-09,1,Double Flag
651,40,Male,Services,144480,2021-01-05,2024-05-04 4:12,12,415.26,Men's Clothing,1.05,Virtual Account,TRUE,2023-11-17,0,Hazzys
652,49,Female,Healthcare,75840,2021-05-31,2024-05-08 18:37,29,482.57,Golf,1.22,App,FALSE,2024-02-26,1,Daks
653,34,Female,Technology,143724,2021-04-30,2024-05-08 20:19,23,498.61,Sports,0.97,Credit Card,FALSE,2023-07-23,0,Gucci
654,68,Female,Finance,193662,2023-07-28,2024-05-01 5:49,19,68.63,Men's Clothing,3.16,Credit Card,TRUE,2024-03-01,1,Daks
655,54,Male,Finance,152091,2023-04-15,2024-05-02 11:46,16,333.98,Women's Clothing,0.27,Virtual Account,TRUE,2023-12-12,0,Nike
656,40,Female,Services,139502,2023-12-07,2024-05-06 15:04,7,363.48,Luxury,3.6,App,TRUE,2024-04-10,0,Gucci
657,42,Female,Education,126799,2022-10-08,2024-05-02 8:25,13,40.38,Kids,3.63,Credit Card,TRUE,2024-02-28,0,Hazzys
658,60,Female,Education,131142,2019-05-26,2024-05-02 4:33,16,166.51,Kids,2.41,App,FALSE,2023-06-26,1,Hazzys
659,64,Female,Healthcare,36029,2021-04-24,2024-05-08 21:28,22,32.69,Sports,2.79,Credit Card,FALSE,2024-01-10,1,Hazzys
660,49,Female,Services,61248,2019-11-19,2024-05-06 15:46,9,264.86,Women's Clothing,1.44,Mobile,TRUE,2024-03-27,1,Double Flag
661,23,Male,Technology,45891,2020-11-08,2024-05-02 22:54,2,175.34,Sports,4.15,Mobile,FALSE,2024-05-01,1,Gucci
662,20,Female,Technology,178162,2021-10-21,2024-05-05 14:17,23,208.38,Men's Clothing,0.19,Mobile,TRUE,2023-06-17,1,Double Flag
663,46,Female,Healthcare,180231,2020-11-18,2024-05-07 5:39,10,115.79,Kids,0.57,App,FALSE,2023-05-26,0,Hazzys
664,29,Female,Finance,191687,2022-09-18,2024-05-01 13:35,16,114.7,Men's Clothing,4.64,Virtual Account,FALSE,2023-06-15,1,Nike
665,30,Female,Technology,151306,2019-09-22,2024-05-01 2:11,29,277.96,Men's Clothing,2.3,Mobile,TRUE,2023-05-28,1,Nike
666,31,Female,Education,51540,2021-05-25,2024-05-04 9:59,22,406.53,Golf,2.67,Virtual Account,FALSE,2023-07-19,1,Hazzys
667,45,Female,Education,161375,2022-01-26,2024-05-02 20:45,3,279.95,Shoes,0.93,App,FALSE,2024-04-21,0,Hazzys
668,22,Male,Services,48396,2023-10-09,2024-05-01 20:53,25,396.93,Kids,2.26,App,FALSE,2023-07-01,1,Nike
669,57,Female,Technology,68276,2022-03-06,2024-05-05 22:41,6,420.31,Golf,3.74,Mobile,FALSE,2024-03-05,1,Daks
670,37,Female,Healthcare,57370,2023-11-18,2024-05-08 20:22,28,90.94,Kids,2.11,Virtual Account,FALSE,2024-02-07,0,Daks
671,28,Male,Finance,85423,2022-09-07,2024-05-07 5:07,6,64.3,Bags/Accessories,4.46,Virtual Account,TRUE,2023-08-29,1,Nike
672,58,Female,Healthcare,,2021-12-08,2024-05-01 14:39,24,263.8,Golf,4.48,Virtual Account,FALSE,2023-09-15,0,Gucci
673,23,Male,Education,118543,2021-08-07,2024-05-06 1:53,18,236.41,Sports,3.74,App,TRUE,2023-12-29,1,Gucci
674,44,Female,Healthcare,75882,2022-09-11,2024-05-05 12:13,23,413.53,Men's Clothing,4.54,App,FALSE,2023-08-09,1,Nike
675,38,Male,Services,64889,2021-04-26,2024-05-04 12:56,27,367.23,Women's Clothing,3.15,Mobile,TRUE,2024-04-13,1,Daks
676,56,Female,Technology,70263,2022-09-05,2024-05-01 22:51,1,278.8,Luxury,3.01,Credit Card,TRUE,2024-04-24,1,Nike
677,20,Male,Finance,118599,2020-07-18,2024-05-07 7:59,13,301.05,Sports,1.01,Virtual Account,FALSE,2024-03-01,1,Double Flag
678,33,Female,Education,72755,2021-12-19,2024-05-03 12:49,29,44.21,Beauty,2.9,Credit Card,FALSE,2023-07-19,1,Double Flag
679,65,Female,Services,88885,2022-05-28,2024-05-03 4:56,19,404.3,Golf,2.54,Mobile,TRUE,2023-07-22,0,Hazzys
680,44,Female,Technology,199743,2022-06-28,2024-05-04 6:38,26,27.57,Luxury,4.09,App,TRUE,2023-10-30,1,Double Flag
681,56,Male,Services,128542,2022-08-23,2024-05-05 2:06,7,190.56,Golf,4.17,Mobile,TRUE,2024-05-02,0,Nike
682,43,Male,Technology,84961,2024-04-01,2024-05-07 9:16,24,154.04,Men's Clothing,1.84,Virtual Account,FALSE,2023-05-29,0,Daks
683,34,Female,Healthcare,40903,2019-10-11,2024-05-07 5:03,20,498.17,Bags/Accessories,3.4,Mobile,TRUE,2024-03-02,0,Daks
684,20,Male,Education,133730,2020-05-29,2024-05-06 23:17,17,470.24,Luxury,1.13,App,TRUE,2024-01-12,1,Hazzys
685,68,Female,Services,110630,2022-06-06,2024-05-03 0:22,24,195.73,Beauty,4.69,Virtual Account,TRUE,2024-02-21,1,Hazzys
686,54,Male,Education,199354,2022-01-28,2024-05-02 6:16,2,133.37,Kids,0.73,Virtual Account,TRUE,2024-04-04,1,Daks
687,28,Male,Finance,93969,2021-04-10,2024-05-08 14:04,0,149.89,Shoes,3.79,Credit Card,TRUE,2024-02-12,1,Hazzys
688,30,Female,Education,169962,2021-12-06,2024-05-04 9:16,24,187.28,Kids,1.65,Virtual Account,FALSE,2023-06-23,0,Hazzys
689,28,Male,Finance,56114,2022-05-22,2024-05-05 5:50,28,432.8,Kids,2.34,App,TRUE,2024-01-09,0,Hazzys
690,19,Female,Services,85294,2020-07-29,2024-05-01 15:40,8,351.12,Kids,0.57,Mobile,FALSE,2023-12-26,1,Gucci
691,67,Female,Finance,33761,2019-08-05,2024-05-07 6:34,1,238.62,Beauty,4.67,Credit Card,TRUE,2024-04-20,0,Daks
692,40,Male,Services,35228,2023-05-18,2024-05-07 23:59,23,2900,Men's Clothing,3.54,Virtual Account,FALSE,2024-05-01,0,Double Flag
693,51,Female,Technology,36047,2020-04-05,2024-05-01 0:53,7,92.08,Women's Clothing,0.88,Virtual Account,FALSE,2023-12-17,1,Nike
694,59,Male,Education,177629,2019-11-26,2024-05-02 23:23,4,414.78,Beauty,1.8,App,FALSE,2023-08-06,1,Daks
695,56,Female,Healthcare,111400,2020-04-02,2024-05-03 9:40,13,191.58,Golf,4.33,Credit Card,TRUE,2024-04-19,1,Double Flag
696,19,Female,Healthcare,117893,2020-05-14,2024-05-02 1:32,20,417.66,Men's Clothing,4.55,App,TRUE,2023-05-23,0,Double Flag
697,30,Male,Healthcare,121143,2019-11-23,2024-05-07 16:51,18,310.3,Kids,3.97,Mobile,FALSE,2024-04-23,1,Daks
698,66,Male,Education,151034,2022-11-09,2024-05-06 15:35,10,259.98,Luxury,2.8,Mobile,FALSE,2023-10-28,1,Gucci
699,65,Female,Education,60313,2023-09-23,2024-05-09 1:41,29,47.01,Luxury,4.1,App,FALSE,2023-09-25,0,Nike
700,32,Female,Healthcare,76962,2022-09-29,2024-05-08 3:30,10,119.44,Kids,3.29,Credit Card,FALSE,2023-12-18,0,Nike
701,64,Male,Services,107227,2021-02-05,2024-05-05 3:56,6,247.89,Sports,1.39,Credit Card,TRUE,2023-07-27,1,Double Flag
702,54,Female,Technology,35263,2023-06-12,2024-05-08 20:03,7,415.19,Bags/Accessories,0.52,Virtual Account,FALSE,2024-01-02,0,Nike
703,36,Male,Education,168264,2020-08-09,2024-05-06 7:41,5,254.85,Bags/Accessories,0.78,Mobile,FALSE,2023-05-26,0,Nike
704,66,Male,Education,52222,2023-10-13,2024-05-01 13:16,15,146.59,Women's Clothing,3.93,App,TRUE,2023-09-22,0,Double Flag
705,38,Female,Healthcare,192723,2020-04-10,2024-05-03 0:26,23,329.26,Sports,0.42,App,FALSE,2024-01-23,0,Nike
706,45,Female,Technology,111402,2020-07-16,2024-05-04 19:46,2,186.74,Men's Clothing,4.56,Mobile,TRUE,2024-04-09,1,Daks
707,55,Female,Technology,135784,2020-11-21,2024-05-05 10:34,27,359.3,Kids,3.26,Credit Card,FALSE,2024-03-05,1,Nike
708,58,Male,Healthcare,128629,2023-07-09,2024-05-03 2:16,6,132.38,Beauty,0.73,Credit Card,FALSE,2024-03-27,1,Nike
709,69,Female,Services,,2020-01-31,2024-05-08 5:49,2,268.49,Luxury,2.58,App,TRUE,2023-08-05,1,Daks
710,40,Female,Education,141123,2023-02-07,2024-05-03 11:26,4,34.83,Shoes,1.94,Virtual Account,FALSE,2023-05-22,0,Nike
711,44,Male,Education,50594,2021-05-08,2024-05-02 7:44,17,371.66,Luxury,4.1,Virtual Account,FALSE,2023-09-24,0,Hazzys
712,21,Male,Services,109803,2022-05-07,2024-05-03 22:29,29,103.31,Golf,3.25,Virtual Account,FALSE,2023-06-07,0,Hazzys
713,40,Female,Education,110295,2021-05-31,2024-05-06 9:36,6,290.09,Shoes,4.69,Virtual Account,FALSE,2023-10-11,1,Nike
714,47,Female,Education,79786,2023-04-16,2024-05-02 11:03,4,192.12,Women's Clothing,3.42,Virtual Account,TRUE,2023-07-16,0,Gucci
715,67,Male,Technology,160217,2023-01-13,2024-05-04 17:38,10,3926.1,Bags/Accessories,3.31,Credit Card,TRUE,2024-03-04,1,Daks
716,69,Male,Technology,92250,2021-08-31,2024-05-04 4:32,7,114.34,Sports,0.98,App,TRUE,2024-03-15,0,Gucci
717,32,Male,Healthcare,187383,2020-04-14,2024-05-08 20:24,26,382.59,Men's Clothing,1.41,Virtual Account,FALSE,2023-10-31,0,Nike
718,28,Female,Education,183797,2021-02-07,2024-05-04 3:49,5,470.69,Men's Clothing,3.18,App,FALSE,2023-08-08,0,Gucci
719,50,Female,Services,177875,2021-07-13,2024-05-04 4:29,18,56.03,Shoes,3.7,Virtual Account,FALSE,2023-09-01,1,Daks
720,51,Male,Healthcare,37354,2020-09-27,2024-05-06 22:40,29,488.97,Beauty,4.38,Mobile,TRUE,2023-06-30,1,Gucci
721,50,Female,Healthcare,53519,2022-12-11,2024-05-07 16:53,0,412.51,Golf,3.48,Mobile,FALSE,2023-10-17,1,Nike
722,53,Male,Services,82033,2020-07-06,2024-05-07 12:46,0,402.2,Beauty,3.76,Virtual Account,FALSE,2024-02-22,1,Double Flag
723,26,Male,Technology,118269,2020-10-07,2024-05-03 15:55,28,263.07,Bags/Accessories,2.85,App,TRUE,2023-09-05,0,Daks
724,45,Female,Education,154314,2020-01-20,2024-05-08 6:24,7,478.75,Sports,2.7,App,FALSE,2023-08-26,1,Daks
725,20,Female,Services,150476,2019-08-07,2024-05-08 9:36,29,233.31,Women's Clothing,3.64,App,TRUE,2024-02-18,1,Nike
726,37,Male,Education,163324,2023-03-20,2024-05-08 15:02,6,352.61,Sports,3.18,Mobile,TRUE,2023-11-03,1,Gucci
727,34,Male,Finance,105675,2023-10-26,2024-05-04 15:29,6,295.7,Beauty,3.63,Mobile,TRUE,2024-03-03,0,Daks
728,41,Female,Services,183789,2020-06-09,2024-05-03 8:05,15,451.71,Kids,2.58,Virtual Account,TRUE,2023-08-17,0,Daks
729,20,Male,Services,148749,2022-06-29,2024-05-03 0:24,29,277.54,Women's Clothing,3.67,Virtual Account,FALSE,2023-08-09,1,Daks
730,29,Female,Finance,80076,2023-11-09,2024-05-01 6:57,29,376.73,Shoes,1.25,Credit Card,FALSE,2024-01-27,0,Gucci
731,65,Male,Technology,120241,2021-12-30,2024-05-05 11:49,15,293.54,Luxury,4.25,App,TRUE,2024-05-03,1,Double Flag
732,60,Male,Technology,91237,2019-10-28,2024-05-09 0:51,8,422.57,Shoes,2.33,Credit Card,TRUE,2024-02-27,1,Gucci
733,31,Female,Education,70799,2021-02-07,2024-05-02 19:26,18,60.34,Golf,1.09,Credit Card,FALSE,2024-01-15,1,Daks
734,26,Female,Services,46919,2021-03-18,2024-05-08 21:50,1,371.34,Beauty,2.58,Mobile,FALSE,2024-02-24,0,Gucci
735,40,Male,Finance,190364,2020-11-23,2024-05-06 9:26,18,145.61,Shoes,2.19,Mobile,FALSE,2024-01-04,0,Double Flag
736,46,Male,Technology,49834,2024-03-23,2024-05-03 9:44,0,54.75,Women's Clothing,4.11,Credit Card,TRUE,2023-05-31,0,Hazzys
737,20,Female,Finance,32758,2020-04-29,2024-05-03 10:25,17,31.29,Women's Clothing,1.97,Virtual Account,TRUE,2023-10-14,0,Nike
738,68,Female,Finance,118548,2020-02-11,2024-05-07 9:16,3,477.6,Women's Clothing,2.67,Credit Card,TRUE,2023-09-04,1,Gucci
739,19,Male,Education,125229,2021-10-23,2024-05-07 14:27,27,93.96,Sports,4.01,App,TRUE,2024-03-06,1,Nike
740,38,Male,Healthcare,199072,2020-07-23,2024-05-02 15:37,23,224.69,Sports,0.65,App,FALSE,2023-10-04,1,Hazzys
741,22,Female,Finance,167472,2021-11-25,2024-05-07 14:39,8,346.65,Women's Clothing,1.24,Credit Card,FALSE,2023-08-04,1,Daks
742,62,Female,Healthcare,56025,2021-12-13,2024-05-02 9:32,0,397.97,Kids,0.28,Mobile,TRUE,2024-04-02,1,Hazzys
743,38,Male,Finance,158807,2023-02-14,2024-05-03 12:28,14,106.07,Beauty,0.23,App,TRUE,2024-03-01,0,Hazzys
744,56,Male,Technology,63971,2019-08-15,2024-05-01 23:51,6,424.83,Luxury,3.71,Mobile,TRUE,2023-06-15,0,Hazzys
745,45,Female,Technology,78942,2020-10-27,2024-05-08 3:10,24,64.38,Luxury,1.09,Mobile,FALSE,2023-06-04,1,Hazzys
746,30,Male,Education,160069,2022-05-29,2024-05-04 5:17,29,427.77,Shoes,4.74,Credit Card,FALSE,2023-07-28,1,Double Flag
747,40,Male,Education,118979,2024-03-27,2024-05-07 0:34,29,463.57,Sports,4.23,Credit Card,TRUE,2023-05-10,0,Hazzys
748,57,Female,Healthcare,51866,2024-04-20,2024-05-08 21:18,3,366.7,Sports,1.19,Mobile,FALSE,2024-03-07,0,Double Flag
749,46,Male,Technology,136561,2023-07-08,2024-05-01 5:45,8,150.48,Bags/Accessories,0.55,Credit Card,FALSE,2023-10-13,0,Hazzys
750,56,Male,Education,136364,2022-08-21,2024-05-08 2:49,22,108.18,Golf,1.69,Mobile,TRUE,2024-03-07,1,Gucci
751,46,Female,Finance,45223,2022-03-26,2024-05-04 20:39,28,432.5,Sports,2.36,App,FALSE,2023-05-24,1,Gucci
752,26,Female,Technology,175030,2019-09-26,2024-05-06 22:36,14,434.61,Luxury,4.67,Virtual Account,TRUE,2024-05-04,0,Nike
753,34,Female,Finance,192533,2020-04-21,2024-05-02 6:15,10,226.54,Golf,1.06,Virtual Account,TRUE,2023-07-30,0,Hazzys
754,37,Male,Education,157674,2020-11-28,2024-05-05 0:09,7,51.25,Kids,1.05,Credit Card,FALSE,2024-02-25,0,Hazzys
755,63,Male,Finance,193604,2020-07-09,2024-05-07 15:21,16,32.12,Men's Clothing,3.3,Mobile,TRUE,2023-12-30,0,Hazzys
756,21,Female,Finance,107253,2020-11-19,2024-05-05 11:54,4,206.13,Golf,3.85,Credit Card,TRUE,2023-05-11,1,Daks
757,49,Female,Services,96909,2021-01-08,2024-05-03 9:10,23,459.32,Beauty,0.27,App,FALSE,2023-11-30,0,Daks
758,28,Female,Healthcare,86193,2024-04-22,2024-05-06 20:20,25,59.7,Beauty,2,App,FALSE,2024-05-08,0,Nike
759,38,Male,Technology,173779,2020-08-14,2024-05-06 4:45,10,282.64,Kids,4.28,Virtual Account,FALSE,2024-05-08,0,Gucci
760,46,Male,Healthcare,146706,2023-03-01,2024-05-05 7:20,2,157.36,Kids,4.64,Virtual Account,TRUE,2023-09-13,0,Double Flag
761,50,Female,Healthcare,76479,2021-05-18,2024-05-02 6:29,6,392.12,Kids,4.84,Virtual Account,FALSE,2024-01-15,0,Hazzys
762,64,Female,Healthcare,163384,2023-11-03,2024-05-08 23:26,25,300.42,Women's Clothing,3.11,App,FALSE,2023-05-10,0,Double Flag
763,18,Female,Healthcare,101116,2020-02-16,2024-05-07 10:09,15,292.31,Luxury,1.88,Mobile,TRUE,2024-04-17,1,Double Flag
764,45,Male,Technology,135702,2019-05-22,2024-05-05 0:05,7,296.22,Beauty,3.18,Credit Card,TRUE,2023-11-17,0,Double Flag
765,45,Male,Services,64611,2023-04-25,2024-05-07 6:54,3,315.39,Golf,2.75,Credit Card,TRUE,2024-04-29,0,Nike
766,55,Male,Technology,82706,2020-06-20,2024-05-07 16:02,15,100.79,Beauty,0.1,App,TRUE,2024-04-22,0,Hazzys
767,69,Female,Services,192168,2020-06-22,2024-05-02 7:02,11,80.39,Shoes,3.23,Virtual Account,FALSE,2023-09-26,0,Gucci
768,20,Female,Technology,82459,2019-07-17,2024-05-03 7:16,28,310.94,Sports,0.14,Mobile,TRUE,2023-06-30,0,Double Flag
769,41,Female,Technology,141134,2024-01-12,2024-05-07 16:34,10,327.67,Sports,0.8,App,TRUE,2024-02-06,1,Nike
770,45,Female,Finance,84114,2019-09-18,2024-05-09 0:30,13,276.73,Shoes,4.2,Credit Card,FALSE,2023-11-07,0,Daks
771,58,Male,Finance,104321,2019-09-03,2024-05-01 15:34,8,415.53,Kids,3.65,Virtual Account,TRUE,2024-01-21,1,Nike
772,56,Male,Finance,174624,2022-05-19,2024-05-04 16:12,11,83.54,Bags/Accessories,3.73,Virtual Account,FALSE,2023-10-12,1,Hazzys
